task,prompt_strategy,lexical_f1_mean,lexical_f1_std,lexical_f1_n,ast_edit_distance_mean,ast_edit_distance_std,ast_edit_distance_n,dataflow_sim_mean,dataflow_sim_std,dataflow_sim_n,test_pass_mean,test_pass_std,test_pass_n,canary_exact_mean,canary_exact_std,canary_exact_n,canary_near_mean,canary_near_std,canary_near_n
reproduction,P1a,0.23232335174448365,0.128490487976408,4040,0.21066081226263478,0.12436642881915932,4040,0.021851772352257177,0.125783279710569,4040,,,0,,,0,,,0
reproduction,P1b,0.3200491472239755,0.14777439695279296,4040,0.2823764618025265,0.1338906396139393,4040,0.04030593622644182,0.11827138219840294,4040,,,0,,,0,,,0
reproduction,P4b,0.16653632366523305,0.13614695829119874,4040,0.13496408279208544,0.13222120468591356,4040,0.02038668846775866,0.1213284673141865,4040,,,0,,,0,,,0
reproduction,P5a,0.20953320616610555,0.14999358834431364,4040,0.19746216664190808,0.1287382589004157,4040,0.021253660783349157,0.11600713712891038,4040,,,0,,,0,,,0
